job_id,business_id,job_type,gr_liv_area,bedroom_abvgr,full_bath,half_bath,house_age,estimated_hours,target_budget_per_hour,needs_deep_clean,needs_move_out,needs_pet_friendly,needs_fast_turnaround,needs_detail_oriented,needs_eco_friendly,needs_window_cleaning,needs_post_construction,needs_office_commercial,cleaner_rating,cleaner_review_count,hourly_rate_est,deep_clean,move_out,pet_friendly,fast_turnaround,detail_oriented,eco_friendly,window_cleaning,post_construction,office_commercial,specialization_fit,professionalism_fit,price_fit,compatibility_score
1,b90BwlGg0-K-bgcLtS3fwg,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,2.0,13,43.58,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.5397824384460777
1,yoSD58Ynv0FIZVkGlPmyow,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,20,38.5,0,0,1,1,1,0,0,0,0,0.0,0.6666666666666666,1.0,0.5170445183090066
1,lDxNtg8_j5aL6jm4foYorg,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.0,17,45.15,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.5318764102343961
1,NCF7vWNRHY3ZgusbzmmDAA,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,2.5,34,37.41,1,1,0,0,0,0,0,0,0,1.0,0.0,1.0,0.7707625906893273
1,eFZt3rfGmgRMc-hSGDCPAw,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,8,38.54,0,0,0,1,0,0,1,0,0,0.0,1.0,1.0,0.5117808637737409
1,CUzCxIuNb5tWljx28lvs3w,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,10,52.36,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.5455461294854933
1,wdhy5w_OyGMT_icsmcu2lQ,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,9,47.67,0,0,1,0,1,0,0,0,0,0.0,0.6666666666666666,1.0,0.4652836544622182
1,HwvLq9-ibWnUkeImlMC1Iw,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,52,44.52,1,1,0,1,1,0,1,0,1,1.0,1.0,1.0,0.9797849009172837
1,SZb2-A5r72eV9BRxA53H0A,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,2.5,9,42.31,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.3994680655040597
1,l76jYo-ZOINyrhyyE5qjSg,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.0,5,38.95,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.5079153125103362
1,5jc3uavVRDYw6q_XG9eTLQ,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,3.0,13,37.01,0,0,0,1,0,0,1,0,0,0.0,1.0,1.0,0.46641466938853016
1,DyKNWBu6zNMwsSL0AaDRsg,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,5.0,6,44.59,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.6456139092254469
1,nlbDZ6dIvzfu4Tz9nLXQEA,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,2.0,49,44.22,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.4838251387631033
1,buJziW7Ak5js4gEF-Afn6A,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,2.0,13,38.7,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.41361445355220494
1,LBqpZwPJ4vKel_Sh31PSnA,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,5.0,25,60.28,0,0,0,1,1,0,1,0,0,0.0,1.0,1.0,0.6036272456051595
1,3HV-pcfKT4zledhh7MgoWw,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,5.0,5,35.04,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.4914578175014489
1,jIP2yQPAhm39cGelfzCPsA,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,1.0,9,36.61,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.4449431797502377
1,yACGQRGZN14VYulfwMAlbQ,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,13,38.44,0,0,1,1,1,0,0,0,0,0.0,1.0,1.0,0.4435164938060112
1,DT2ELknA0RxvGrCoUSPBCA,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,6,37.45,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,1.0,0.45492403088841177
1,DV-rvz17rfeiKHSUMKi5ZA,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.0,6,43.04,1,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.5328430617934562
1,LpscIr677prntWotnuCC-g,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,2.0,33,41.03,0,1,1,0,0,0,0,0,0,1.0,0.0,1.0,0.8634233289997706
1,f1E17mHo-hC0iLw7Bgtp2g,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,3.0,13,37.88,1,1,0,1,1,0,0,0,0,1.0,1.0,1.0,0.9050684140594986
1,uoNL6xgS4EFUe3CqXzk5Og,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,3.5,26,40.1,0,0,1,1,1,1,0,0,0,0.0,1.0,1.0,0.512217585880588
1,HPsQ4Zoc6bnbiajQt_Dl4w,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,3.5,17,34.5,0,0,1,0,1,0,0,0,0,0.0,1.0,1.0,0.4984448152205355
1,j7AlbR2CiF7NjGp84-K1Qw,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,13,40.7,1,1,0,1,1,0,0,0,0,1.0,1.0,1.0,0.8675739004816286
1,iPn-PHWtw8NEMcqqHrxX-g,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.0,5,38.22,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.4865077895802645
1,R2klZfmH7UShLxiS_s9OXg,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,5.0,5,56.39,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,0.5294680614520106
1,XGHo18y068u-EwuaSeRKQw,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.0,5,45.58,0,0,0,1,1,0,0,0,0,0.0,0.6666666666666666,1.0,0.5586894446442792
1,6qNP6LkSAxBvKj3vbk8ZDw,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,2.5,8,56.87,1,1,0,0,0,0,0,0,0,1.0,1.0,1.0,0.8961809144784231
1,zXUKMdaJBnKyKOwEWGHnBQ,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,3.5,10,45.65,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.4218479922318633
1,cTc_7xq9Ftos47OWefDn0Q,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,5.0,5,37.33,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.5687041984697397
1,0VuRnlO-QcljahvvVXrEVQ,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,3.5,85,43.23,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.5282458859791842
1,KExlsujEwRJODFRw1ouwOA,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.0,12,40.2,0,0,1,1,1,0,0,0,0,0.0,1.0,1.0,0.4921538999847021
1,zYG9vmGwrgEYsUmK17fwWA,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,23,45.2,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.5770838144420434
1,H3_zA5oMAUtL-jH4C9cnOQ,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,16,47.79,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.5945499761247975
1,1DwfadxGPydTonvpeU68Mw,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.5,9,41.63,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.5860640059558099
1,3O6GR30qTOQLYVT5jMdqaA,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,5.0,5,50.63,0,0,0,1,1,0,1,0,0,0.0,1.0,1.0,0.510539123838868
1,A3ri2hmPIHb0fyGuNsumoQ,move_out,1666.0,3,1,0,101,6.101999999999999,61.02471755674296,0,1,0,0,0,0,0,0,0,4.0,8,33.75,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,0.5085393812074392
2,NCF7vWNRHY3ZgusbzmmDAA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,2.5,34,37.41,1,1,0,0,0,0,0,0,0,1.0,0.0,1.0,0.8600818012523818
2,vx6KLY1ckGvm87DDj6Aw_A,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,14,44.54,0,0,0,1,1,0,1,0,0,0.0,1.0,1.0,0.5247440122697439
2,gBaiZpCFNEx0gIJQrHWT5w,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,7,41.97,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.5565697802754207
2,SWLtGsknxm6jlCfykeYFxw,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,9,38.6,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.6164018283232985
2,EC2huvu74EMjrpWdEizbmw,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,3.5,133,42.83,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.5532086980445025
2,WS2p07f2biSYORTvZiTe_Q,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,12,43.66,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.6192321827907004
2,qXJCLpFd8-tCUBD5rBbQQA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,20,54.23,1,0,0,1,1,0,0,0,0,1.0,1.0,0.8425957981841546,0.7589212741599669
2,wnTkQtOf8rHgOrwXlkyptA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,9,43.95,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,0.5955951252187612
2,m9wP_hSgDP9qOm6vSop0lQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,31,45.48,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.5548523534119085
2,ALWmGL0J9sFctLkJiDqwfA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,6,39.89,1,0,0,1,1,1,0,0,0,1.0,1.0,1.0,0.9230496324767067
2,LBqpZwPJ4vKel_Sh31PSnA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,25,60.28,0,0,0,1,1,0,1,0,0,0.0,1.0,0.7580287016510734,0.4823980844046508
2,Q1zZ5OjNnMOtl-NVmtcb8A,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,84,48.33,0,1,1,1,0,0,0,0,0,0.0,1.0,0.9454576895412106,0.45853174560937915
2,3bcpKUYRPieVDT_khZ1dew,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,6,40.79,0,0,0,0,0,0,1,0,0,0.0,1.0,1.0,0.5420164056081245
2,uk_739k0e9IdNh_BR_rJcg,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,9,45.11,0,0,1,0,0,0,1,0,0,0.0,1.0,1.0,0.5723556285755873
2,q5bCPysm8MNiVk5xzJWIrQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,15,55.38,0,0,1,1,0,0,1,0,0,0.0,1.0,0.8250987745671127,0.5551792733355653
2,lDxNtg8_j5aL6jm4foYorg,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,17,45.15,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.5025864890863176
2,3HV-pcfKT4zledhh7MgoWw,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,5,35.04,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.5120753198553406
2,-OZlNh1DNnApy6z8cYFLRg,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,5,38.59,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,0.5274121478207732
2,VCe0esMik7Im4txxBaMIeA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,9,40.92,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,1.0,0.553603439218437
2,A3ri2hmPIHb0fyGuNsumoQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,8,33.75,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,0.5404375554829842
2,DT2ELknA0RxvGrCoUSPBCA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,6,37.45,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,1.0,0.49484532314498136
2,o73v2OJWDVYjCGRU4UhUAA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,1.0,13,44.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,1.0,0.4288300383223344
2,QuhWDPQ4TGxnZvroorG9vQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,7,43.76,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.5583538774674021
2,99rNviXKAJZqkg5m-vsY1A,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,5,40.2,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,0.6009322495266445
2,OntunQw7GiDQRTJD6LOJcQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,52,48.87,1,1,0,1,1,0,0,1,0,1.0,1.0,0.9350106432479375,0.9031510704429105
2,zXUKMdaJBnKyKOwEWGHnBQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,3.5,10,45.65,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.4936168926701116
2,ewcJYZeG9TJw2oPxHPD3QQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,3.5,5,39.02,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.43789459234339206
2,Db9G-2ft7hdXwuUeqrq8qg,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,10,35.42,0,0,0,1,1,0,0,0,0,0.0,0.6666666666666666,1.0,0.4351575859267274
2,UaqDNhnmVFhFkVwcp_mBRQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,34,43.52,0,1,1,1,1,0,0,0,0,0.0,1.0,1.0,0.5518060138532288
2,46V1dfu-F40p706Cs7fHMA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,11,48.1,0,0,0,1,1,0,1,0,1,0.0,1.0,0.9499785890961893,0.5510452697926607
2,GGqh0Yl_M5BJi3s8j-ujaQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,5,42.3,0,0,0,1,0,0,0,0,0,0.0,0.6666666666666666,1.0,0.5060890061654564
2,b90BwlGg0-K-bgcLtS3fwg,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,2.0,13,43.58,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.4547706433312426
2,JiKUnNJAjJMpH5WH7Mt70A,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,12,39.17,0,1,1,1,1,0,1,0,0,0.0,0.6666666666666666,1.0,0.43856479623081257
2,jLTXdnjp0n5j7TVegKc-Yw,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,2.5,16,33.12,0,0,0,0,0,0,1,0,0,0.0,1.0,1.0,0.46196773386173196
2,7tVcTbbDErjnst1SZtWWAA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,2.0,5,29.39,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,1.0,0.41203094084032815
2,wdhy5w_OyGMT_icsmcu2lQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,9,47.67,0,0,1,0,1,0,0,0,0,0.0,0.6666666666666666,0.9585477267784078,0.46821117424469516
2,16O3jxqYoknCeo9cTJtaGQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,5,50.65,0,0,0,0,0,0,0,0,0,0.0,1.0,0.9021514340676546,0.48018871634037863
2,eTFdahetQKx5Pfv42FsdKA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,1.0,14,35.5,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.4072025428407269
2,5jc3uavVRDYw6q_XG9eTLQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,3.0,13,37.01,0,0,0,1,0,0,1,0,0,0.0,1.0,1.0,0.5908092950605265
2,H3_zA5oMAUtL-jH4C9cnOQ,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,16,47.79,0,0,0,1,1,0,0,0,0,0.0,1.0,0.9561408272761395,0.5363781801882408
2,Ro32IxmMKWTmujxQ0IOnYw,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,6,41.1,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.5358775195361383
2,uCYelPjN-5WQKxsqAwGLTA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,3.0,5,37.16,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,1.0,0.472111037545025
2,L3_g2hKgamEXQ-fHe_n--w,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,5.0,10,40.62,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.45906143923504794
2,HPsQ4Zoc6bnbiajQt_Dl4w,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,3.5,17,34.5,0,0,1,0,1,0,0,0,0,0.0,1.0,1.0,0.5121743062275391
2,PBnubqFycdZcFCiLG_F57g,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,12,37.69,1,0,1,1,1,1,0,0,0,1.0,1.0,1.0,0.9440115104970513
2,CCXQwNN4bPClVbpWOyAm7A,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,5,42.44,0,0,0,1,0,0,0,0,0,0.0,1.0,1.0,0.6606621056242643
2,jIP2yQPAhm39cGelfzCPsA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,1.0,9,36.61,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.4248819517609438
2,XGHo18y068u-EwuaSeRKQw,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.0,5,45.58,0,0,0,1,1,0,0,0,0,0.0,0.6666666666666666,1.0,0.520910700450014
2,a63aoMViohW62GQLP0g5_g,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,4.5,8,38.75,0,0,0,1,0,0,0,0,0,0.0,0.6666666666666666,1.0,0.5205977448480712
2,HUrK63NDjZZs0dHjcbHJmA,deep_clean,1030.0,3,1,1,54,5.3069999999999995,45.693970135526705,1,0,0,0,0,0,0,0,0,3.5,11,45.88,1,1,1,1,1,0,1,0,0,1.0,1.0,0.9959452950201984,0.8506469513760927
3,IvPasD4a_6aAE8pRCjsE7g,deep_clean,1724.0,3,2,1,23,6.855,49.8253544648593,1,0,0,1,0,0,0,0,0,2.5,17,36.17,1,0,1,0,0,0,0,0,0,0.5,0.0,1.0,0.5839731837434655
3,gBaiZpCFNEx0gIJQrHWT5w,deep_clean,1724.0,3,2,1,23,6.855,49.8253544648593,1,0,0,1,0,0,0,0,0,4.5,7,41.97,0,0,0,1,1,0,0,0,0,0.5,1.0,1.0,0.7101851135198615
3,FY_67RxtG1ZBqKcdUhuapw,deep_clean,1724.0,3,2,1,23,6.855,49.8253544648593,1,0,0,1,0,0,0,0,0,3.5,7,38.83,1,1,0,0,0,0,0,0,0,0.5,1.0,1.0,0.713482568254382
3,ALWmGL0J9sFctLkJiDqwfA,deep_clean,1724.0,3,2,1,23,6.855,49.8253544648593,1,0,0,1,0,0,0,0,0,4.5,6,39.89,1,0,0,1,1,1,0,0,0,1.0,1.0,1.0,0.9128262172941901
3,PMM2ThSD2TSqRAFRGqYB7Q,deep_clean,1724.0,3,2,1,23,6.855,49.8253544648593,1,0,0,1,0,0,0,0,0,1.5,6,40.6,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.32046682844669333
3,7tVcTbbDErjnst1SZtWWAA,deep_clean,1724.0,3,2,1,23,6.855,49.8253544648593,1,0,0,1,0,0,0,0,0,2.0,5,29.39,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,1.0,0.432594815406968
